product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,material,closure_type,sole_material,occasion,gender,features,description,image_url,product_url
700149,Bata Formal Oxford,Fashion,Formal Shoes,Bata,5699,7099,20,5.0,21333,In Stock,ShopWise Fashion,6 Months,White,9,Canvas,Lace-Up,Rubber,Travel,Unisex,"Anti-Slip, Water Resistant, Lightweight","Bata Formal Oxford formal shoes with anti-slip, water resistant, lightweight. Ideal for casual use.",https://example.com/images/footwear/700149.jpg,https://example.com/products/700149
700150,Bata Casual Sneaker,Fashion,Sneakers,Bata,7599,8099,6,4.9,24414,In Stock,ShopWise Fashion,6 Months,Grey,7,Canvas,Velcro,TPR,Office,Unisex,"Memory Foam, Breathable, Anti-Slip","Bata Casual Sneaker sneakers with memory foam, breathable, anti-slip. Ideal for casual use.",https://example.com/images/footwear/700150.jpg,https://example.com/products/700150
700151,Crocs LiteRide,Fashion,Sneakers,Crocs,7399,9199,20,4.5,13647,In Stock,ShopWise Fashion,6 Months,Navy,10,Mesh,Velcro,TPR,Office,Unisex,"Cushioned Sole, Lightweight, Arch Support","Crocs LiteRide sneakers with cushioned sole, lightweight, arch support. Ideal for gym use.",https://example.com/images/footwear/700151.jpg,https://example.com/products/700151
700152,Reebok Nano X4,Fashion,Sneakers,Reebok,9599,10099,5,4.6,14305,In Stock,ShopWise Fashion,6 Months,Blue,8,Knit,Slip-On,TPR,Outdoor,Unisex,"Anti-Slip, Water Resistant, Arch Support","Reebok Nano X4 sneakers with anti-slip, water resistant, arch support. Ideal for travel use.",https://example.com/images/footwear/700152.jpg,https://example.com/products/700152
700153,Puma BMW Sneakers,Fashion,Sneakers,Puma,8399,9199,9,5.0,24596,In Stock,ShopWise Fashion,6 Months,Green,6,Knit,Slip-On,TPR,Gym,Unisex,"Anti-Slip, Memory Foam, Arch Support","Puma BMW Sneakers sneakers with anti-slip, memory foam, arch support. Ideal for travel use.",https://example.com/images/footwear/700153.jpg,https://example.com/products/700153
700154,Bata Power Runner,Fashion,Running Shoes,Bata,13599,14699,7,4.0,19516,In Stock,ShopWise Fashion,6 Months,Green,9,Synthetic,Lace-Up,EVA,Office,Unisex,"Cushioned Sole, Lightweight, Breathable","Bata Power Runner running shoes with cushioned sole, lightweight, breathable. Ideal for travel use.",https://example.com/images/footwear/700154.jpg,https://example.com/products/700154
700155,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,2099,4499,53,4.9,8585,In Stock,ShopWise Fashion,6 Months,Blue,9,Synthetic,Slip-On,TPR,Office,Unisex,"Anti-Slip, Cushioned Sole, Lightweight","Woodland Outdoor Trek sneakers with anti-slip, cushioned sole, lightweight. Ideal for office use.",https://example.com/images/footwear/700155.jpg,https://example.com/products/700155
700156,Crocs Bayaband,Fashion,Sneakers,Crocs,4899,6099,20,4.3,24242,In Stock,ShopWise Fashion,6 Months,Green,9,Leather,Velcro,TPR,Office,Unisex,"Anti-Slip, Water Resistant, Lightweight","Crocs Bayaband sneakers with anti-slip, water resistant, lightweight. Ideal for running use.",https://example.com/images/footwear/700156.jpg,https://example.com/products/700156
700157,Woodland Casual Shoe,Fashion,Sneakers,Woodland,2199,2599,15,4.7,2256,In Stock,ShopWise Fashion,6 Months,White,7,Leather,Velcro,EVA,Running,Unisex,"Cushioned Sole, Arch Support, Water Resistant","Woodland Casual Shoe sneakers with cushioned sole, arch support, water resistant. Ideal for gym use.",https://example.com/images/footwear/700157.jpg,https://example.com/products/700157
700158,Nike Air Max,Fashion,Sneakers,Nike,6399,8499,25,4.5,6409,In Stock,ShopWise Fashion,6 Months,Brown,8,Mesh,Lace-Up,Rubber,Gym,Unisex,"Anti-Slip, Breathable, Cushioned Sole","Nike Air Max sneakers with anti-slip, breathable, cushioned sole. Ideal for travel use.",https://example.com/images/footwear/700158.jpg,https://example.com/products/700158
700159,Nike Court Vision,Fashion,Sneakers,Nike,8799,10599,17,4.8,23570,In Stock,ShopWise Fashion,6 Months,Red,11,Mesh,Velcro,TPR,Office,Unisex,"Lightweight, Anti-Slip, Memory Foam","Nike Court Vision sneakers with lightweight, anti-slip, memory foam. Ideal for office use.",https://example.com/images/footwear/700159.jpg,https://example.com/products/700159
700160,Bata Power Runner,Fashion,Running Shoes,Bata,14499,15199,5,4.4,4150,In Stock,ShopWise Fashion,6 Months,Navy,9,Leather,Slip-On,EVA,Casual,Unisex,"Memory Foam, Anti-Slip, Breathable","Bata Power Runner running shoes with memory foam, anti-slip, breathable. Ideal for office use.",https://example.com/images/footwear/700160.jpg,https://example.com/products/700160
700161,Nike Air Max,Fashion,Sneakers,Nike,7999,9399,15,4.6,651,In Stock,ShopWise Fashion,6 Months,White,7,Canvas,Lace-Up,EVA,Outdoor,Unisex,"Cushioned Sole, Arch Support, Water Resistant","Nike Air Max sneakers with cushioned sole, arch support, water resistant. Ideal for travel use.",https://example.com/images/footwear/700161.jpg,https://example.com/products/700161
700162,Reebok Floatride,Fashion,Sneakers,Reebok,5499,7399,26,4.4,11881,In Stock,ShopWise Fashion,6 Months,Navy,8,Leather,Lace-Up,Rubber,Running,Unisex,"Lightweight, Anti-Slip, Water Resistant","Reebok Floatride sneakers with lightweight, anti-slip, water resistant. Ideal for casual use.",https://example.com/images/footwear/700162.jpg,https://example.com/products/700162
700163,Reebok Nano X4,Fashion,Sneakers,Reebok,4699,6099,23,5.0,4309,In Stock,ShopWise Fashion,6 Months,Black,11,Knit,Lace-Up,EVA,Outdoor,Unisex,"Lightweight, Memory Foam, Water Resistant","Reebok Nano X4 sneakers with lightweight, memory foam, water resistant. Ideal for gym use.",https://example.com/images/footwear/700163.jpg,https://example.com/products/700163
700164,Crocs Classic Clog,Fashion,Clogs,Crocs,1799,3299,45,4.8,23961,In Stock,ShopWise Fashion,6 Months,Brown,9,Synthetic,Slip-On,EVA,Gym,Unisex,"Anti-Slip, Arch Support, Cushioned Sole","Crocs Classic Clog clogs with anti-slip, arch support, cushioned sole. Ideal for office use.",https://example.com/images/footwear/700164.jpg,https://example.com/products/700164
700165,Skechers Summits,Fashion,Sneakers,Skechers,9699,11499,16,4.3,20203,In Stock,ShopWise Fashion,6 Months,Grey,9,Synthetic,Velcro,TPR,Travel,Unisex,"Memory Foam, Water Resistant, Cushioned Sole","Skechers Summits sneakers with memory foam, water resistant, cushioned sole. Ideal for running use.",https://example.com/images/footwear/700165.jpg,https://example.com/products/700165
700166,Nike Revolution 7,Fashion,Sneakers,Nike,7999,9899,19,4.1,3791,In Stock,ShopWise Fashion,6 Months,White,6,Canvas,Slip-On,TPR,Outdoor,Unisex,"Memory Foam, Anti-Slip, Water Resistant","Nike Revolution 7 sneakers with memory foam, anti-slip, water resistant. Ideal for casual use.",https://example.com/images/footwear/700166.jpg,https://example.com/products/700166
700167,Reebok Nano X4,Fashion,Sneakers,Reebok,3399,5099,33,4.1,6698,In Stock,ShopWise Fashion,6 Months,Navy,9,Leather,Lace-Up,TPR,Office,Unisex,"Cushioned Sole, Memory Foam, Water Resistant","Reebok Nano X4 sneakers with cushioned sole, memory foam, water resistant. Ideal for travel use.",https://example.com/images/footwear/700167.jpg,https://example.com/products/700167
700168,Puma Velocity Nitro,Fashion,Sneakers,Puma,4899,5499,11,4.1,13004,In Stock,ShopWise Fashion,6 Months,Red,7,Knit,Slip-On,Rubber,Running,Unisex,"Arch Support, Breathable, Water Resistant","Puma Velocity Nitro sneakers with arch support, breathable, water resistant. Ideal for travel use.",https://example.com/images/footwear/700168.jpg,https://example.com/products/700168
700169,Puma Fuse 3.0,Fashion,Sneakers,Puma,8099,9999,19,4.6,16332,In Stock,ShopWise Fashion,6 Months,Green,10,Canvas,Slip-On,Rubber,Travel,Unisex,"Memory Foam, Cushioned Sole, Breathable","Puma Fuse 3.0 sneakers with memory foam, cushioned sole, breathable. Ideal for outdoor use.",https://example.com/images/footwear/700169.jpg,https://example.com/products/700169
700170,Crocs LiteRide,Fashion,Sneakers,Crocs,4099,5299,23,4.5,12158,In Stock,ShopWise Fashion,6 Months,Red,9,Synthetic,Velcro,TPR,Outdoor,Unisex,"Memory Foam, Water Resistant, Cushioned Sole","Crocs LiteRide sneakers with memory foam, water resistant, cushioned sole. Ideal for outdoor use.",https://example.com/images/footwear/700170.jpg,https://example.com/products/700170
700171,Bata Formal Oxford,Fashion,Formal Shoes,Bata,6499,7199,10,4.6,20169,In Stock,ShopWise Fashion,6 Months,Grey,11,Leather,Velcro,TPR,Casual,Unisex,"Breathable, Lightweight, Arch Support","Bata Formal Oxford formal shoes with breathable, lightweight, arch support. Ideal for outdoor use.",https://example.com/images/footwear/700171.jpg,https://example.com/products/700171
700172,Woodland Casual Shoe,Fashion,Sneakers,Woodland,2799,4299,35,4.2,23464,In Stock,ShopWise Fashion,6 Months,Red,8,Canvas,Velcro,Rubber,Office,Unisex,"Water Resistant, Anti-Slip, Cushioned Sole","Woodland Casual Shoe sneakers with water resistant, anti-slip, cushioned sole. Ideal for running use.",https://example.com/images/footwear/700172.jpg,https://example.com/products/700172
700173,Reebok Nano X4,Fashion,Sneakers,Reebok,2099,3899,46,4.6,4484,In Stock,ShopWise Fashion,6 Months,White,11,Mesh,Velcro,TPR,Office,Unisex,"Lightweight, Water Resistant, Anti-Slip","Reebok Nano X4 sneakers with lightweight, water resistant, anti-slip. Ideal for office use.",https://example.com/images/footwear/700173.jpg,https://example.com/products/700173
700174,Woodland Leather Boot,Fashion,Boots,Woodland,3199,5199,38,4.7,2705,In Stock,ShopWise Fashion,6 Months,Green,8,Canvas,Velcro,TPR,Running,Unisex,"Memory Foam, Anti-Slip, Lightweight","Woodland Leather Boot boots with memory foam, anti-slip, lightweight. Ideal for outdoor use.",https://example.com/images/footwear/700174.jpg,https://example.com/products/700174
700175,Nike Air Max,Fashion,Sneakers,Nike,8399,10099,17,5.0,11928,In Stock,ShopWise Fashion,6 Months,White,9,Knit,Slip-On,TPR,Casual,Unisex,"Memory Foam, Anti-Slip, Breathable","Nike Air Max sneakers with memory foam, anti-slip, breathable. Ideal for casual use.",https://example.com/images/footwear/700175.jpg,https://example.com/products/700175
700176,Skechers Go Walk 7,Fashion,Sneakers,Skechers,6399,6799,6,4.3,3810,In Stock,ShopWise Fashion,6 Months,Brown,9,Knit,Velcro,TPR,Travel,Unisex,"Memory Foam, Lightweight, Arch Support","Skechers Go Walk 7 sneakers with memory foam, lightweight, arch support. Ideal for gym use.",https://example.com/images/footwear/700176.jpg,https://example.com/products/700176
700177,Reebok Floatride,Fashion,Sneakers,Reebok,6799,7399,8,4.2,20027,In Stock,ShopWise Fashion,6 Months,Green,8,Leather,Velcro,EVA,Outdoor,Unisex,"Cushioned Sole, Breathable, Anti-Slip","Reebok Floatride sneakers with cushioned sole, breathable, anti-slip. Ideal for casual use.",https://example.com/images/footwear/700177.jpg,https://example.com/products/700177
700178,Bata Power Runner,Fashion,Running Shoes,Bata,9699,11299,14,5.0,18192,In Stock,ShopWise Fashion,6 Months,Navy,6,Synthetic,Velcro,EVA,Outdoor,Unisex,"Arch Support, Water Resistant, Anti-Slip","Bata Power Runner running shoes with arch support, water resistant, anti-slip. Ideal for travel use.",https://example.com/images/footwear/700178.jpg,https://example.com/products/700178
700179,Puma BMW Sneakers,Fashion,Sneakers,Puma,6799,7199,6,4.3,8230,In Stock,ShopWise Fashion,6 Months,Black,10,Mesh,Velcro,EVA,Office,Unisex,"Anti-Slip, Arch Support, Breathable","Puma BMW Sneakers sneakers with anti-slip, arch support, breathable. Ideal for casual use.",https://example.com/images/footwear/700179.jpg,https://example.com/products/700179
700180,Skechers Summits,Fashion,Sneakers,Skechers,6299,7199,13,4.8,7955,In Stock,ShopWise Fashion,6 Months,Green,11,Leather,Lace-Up,Rubber,Office,Unisex,"Anti-Slip, Breathable, Memory Foam","Skechers Summits sneakers with anti-slip, breathable, memory foam. Ideal for office use.",https://example.com/images/footwear/700180.jpg,https://example.com/products/700180
700181,Skechers Summits,Fashion,Sneakers,Skechers,6499,8799,26,4.4,4129,In Stock,ShopWise Fashion,6 Months,Red,9,Mesh,Slip-On,TPR,Casual,Unisex,"Lightweight, Breathable, Memory Foam","Skechers Summits sneakers with lightweight, breathable, memory foam. Ideal for office use.",https://example.com/images/footwear/700181.jpg,https://example.com/products/700181
700182,Reebok Classic Leather,Fashion,Sneakers,Reebok,5999,7599,21,4.6,14233,In Stock,ShopWise Fashion,6 Months,Green,7,Knit,Lace-Up,TPR,Running,Unisex,"Breathable, Water Resistant, Lightweight","Reebok Classic Leather sneakers with breathable, water resistant, lightweight. Ideal for office use.",https://example.com/images/footwear/700182.jpg,https://example.com/products/700182
700183,Woodland Casual Shoe,Fashion,Sneakers,Woodland,4699,4999,6,4.6,13083,In Stock,ShopWise Fashion,6 Months,Brown,10,Synthetic,Lace-Up,Rubber,Travel,Unisex,"Arch Support, Lightweight, Breathable","Woodland Casual Shoe sneakers with arch support, lightweight, breathable. Ideal for running use.",https://example.com/images/footwear/700183.jpg,https://example.com/products/700183
700184,Crocs Classic Clog,Fashion,Clogs,Crocs,3399,5699,40,4.1,20550,In Stock,ShopWise Fashion,6 Months,Grey,11,Canvas,Lace-Up,Rubber,Running,Unisex,"Arch Support, Water Resistant, Lightweight","Crocs Classic Clog clogs with arch support, water resistant, lightweight. Ideal for casual use.",https://example.com/images/footwear/700184.jpg,https://example.com/products/700184
700185,Adidas Ultraboost Light,Fashion,Running Shoes,Adidas,10399,12499,17,4.8,20314,In Stock,ShopWise Fashion,6 Months,Green,6,Mesh,Slip-On,TPR,Running,Unisex,"Cushioned Sole, Water Resistant, Breathable","Adidas Ultraboost Light running shoes with cushioned sole, water resistant, breathable. Ideal for office use.",https://example.com/images/footwear/700185.jpg,https://example.com/products/700185
700186,Bata Formal Oxford,Fashion,Formal Shoes,Bata,4899,7299,33,4.9,4175,In Stock,ShopWise Fashion,6 Months,Grey,8,Mesh,Velcro,Rubber,Casual,Unisex,"Water Resistant, Memory Foam, Anti-Slip","Bata Formal Oxford formal shoes with water resistant, memory foam, anti-slip. Ideal for gym use.",https://example.com/images/footwear/700186.jpg,https://example.com/products/700186
700187,Crocs Bayaband,Fashion,Sneakers,Crocs,7499,8399,11,4.4,18045,In Stock,ShopWise Fashion,6 Months,Blue,7,Mesh,Velcro,Rubber,Gym,Unisex,"Memory Foam, Cushioned Sole, Anti-Slip","Crocs Bayaband sneakers with memory foam, cushioned sole, anti-slip. Ideal for casual use.",https://example.com/images/footwear/700187.jpg,https://example.com/products/700187
700188,Skechers Go Walk 7,Fashion,Sneakers,Skechers,4399,6699,34,4.5,15084,In Stock,ShopWise Fashion,6 Months,Blue,10,Knit,Slip-On,TPR,Office,Unisex,"Cushioned Sole, Breathable, Lightweight","Skechers Go Walk 7 sneakers with cushioned sole, breathable, lightweight. Ideal for gym use.",https://example.com/images/footwear/700188.jpg,https://example.com/products/700188
700189,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,7599,9799,22,4.5,11070,In Stock,ShopWise Fashion,6 Months,Red,7,Knit,Velcro,EVA,Outdoor,Unisex,"Water Resistant, Breathable, Memory Foam","Woodland Outdoor Trek sneakers with water resistant, breathable, memory foam. Ideal for running use.",https://example.com/images/footwear/700189.jpg,https://example.com/products/700189
700190,Puma Fuse 3.0,Fashion,Sneakers,Puma,8599,9899,13,4.4,14599,In Stock,ShopWise Fashion,6 Months,Black,6,Leather,Lace-Up,EVA,Outdoor,Unisex,"Cushioned Sole, Lightweight, Arch Support","Puma Fuse 3.0 sneakers with cushioned sole, lightweight, arch support. Ideal for gym use.",https://example.com/images/footwear/700190.jpg,https://example.com/products/700190
700191,Skechers Arch Fit,Fashion,Sneakers,Skechers,4399,6699,34,4.8,19359,In Stock,ShopWise Fashion,6 Months,Green,6,Canvas,Slip-On,TPR,Office,Unisex,"Lightweight, Cushioned Sole, Anti-Slip","Skechers Arch Fit sneakers with lightweight, cushioned sole, anti-slip. Ideal for outdoor use.",https://example.com/images/footwear/700191.jpg,https://example.com/products/700191
700192,Puma Velocity Nitro,Fashion,Sneakers,Puma,6899,9299,26,4.8,5984,In Stock,ShopWise Fashion,6 Months,Blue,10,Knit,Slip-On,EVA,Office,Unisex,"Anti-Slip, Arch Support, Breathable","Puma Velocity Nitro sneakers with anti-slip, arch support, breathable. Ideal for casual use.",https://example.com/images/footwear/700192.jpg,https://example.com/products/700192
700193,Nike Air Max,Fashion,Sneakers,Nike,7199,8499,15,4.5,3490,In Stock,ShopWise Fashion,6 Months,Red,9,Mesh,Velcro,EVA,Running,Unisex,"Lightweight, Breathable, Arch Support","Nike Air Max sneakers with lightweight, breathable, arch support. Ideal for office use.",https://example.com/images/footwear/700193.jpg,https://example.com/products/700193
700194,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,2299,3399,32,4.5,4400,In Stock,ShopWise Fashion,6 Months,Blue,6,Synthetic,Slip-On,Rubber,Casual,Unisex,"Cushioned Sole, Breathable, Arch Support","Woodland Outdoor Trek sneakers with cushioned sole, breathable, arch support. Ideal for travel use.",https://example.com/images/footwear/700194.jpg,https://example.com/products/700194
700195,Nike Revolution 7,Fashion,Sneakers,Nike,2099,3499,40,4.2,8082,In Stock,ShopWise Fashion,6 Months,Navy,9,Canvas,Slip-On,TPR,Running,Unisex,"Cushioned Sole, Arch Support, Anti-Slip","Nike Revolution 7 sneakers with cushioned sole, arch support, anti-slip. Ideal for running use.",https://example.com/images/footwear/700195.jpg,https://example.com/products/700195
700196,Crocs Bayaband,Fashion,Sneakers,Crocs,7099,7999,11,4.4,7678,In Stock,ShopWise Fashion,6 Months,Grey,10,Mesh,Velcro,EVA,Outdoor,Unisex,"Water Resistant, Breathable, Lightweight","Crocs Bayaband sneakers with water resistant, breathable, lightweight. Ideal for travel use.",https://example.com/images/footwear/700196.jpg,https://example.com/products/700196
700197,Skechers Summits,Fashion,Sneakers,Skechers,7699,9799,21,4.1,14642,In Stock,ShopWise Fashion,6 Months,White,11,Synthetic,Lace-Up,EVA,Travel,Unisex,"Water Resistant, Arch Support, Lightweight","Skechers Summits sneakers with water resistant, arch support, lightweight. Ideal for gym use.",https://example.com/images/footwear/700197.jpg,https://example.com/products/700197
700198,Adidas Runfalcon 5,Fashion,Running Shoes,Adidas,3899,5799,33,4.8,8556,In Stock,ShopWise Fashion,6 Months,Black,11,Canvas,Velcro,TPR,Office,Unisex,"Cushioned Sole, Anti-Slip, Water Resistant","Adidas Runfalcon 5 running shoes with cushioned sole, anti-slip, water resistant. Ideal for travel use.",https://example.com/images/footwear/700198.jpg,https://example.com/products/700198
700199,Skechers Summits,Fashion,Sneakers,Skechers,6199,6799,9,4.9,13979,In Stock,ShopWise Fashion,6 Months,Red,8,Knit,Slip-On,TPR,Gym,Unisex,"Lightweight, Breathable, Memory Foam","Skechers Summits sneakers with lightweight, breathable, memory foam. Ideal for outdoor use.",https://example.com/images/footwear/700199.jpg,https://example.com/products/700199
700200,Woodland Outdoor Trek,Fashion,Sneakers,Woodland,6699,8099,17,4.7,18127,In Stock,ShopWise Fashion,6 Months,Brown,8,Mesh,Lace-Up,Rubber,Travel,Unisex,"Breathable, Arch Support, Memory Foam","Woodland Outdoor Trek sneakers with breathable, arch support, memory foam. Ideal for office use.",https://example.com/images/footwear/700200.jpg,https://example.com/products/700200
