product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,fit,material,sleeve_type,neck_type,pattern,occasion,purpose,care_instructions,features,description,image_url,product_url,weight,model,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,energy_rating,capacity,power,bluetooth_version,noise_cancellation,skin_type,hair_type,ingredient,volume,spf,gender,closure_type,sole_material,processor,ram,storage,gpu,operating_system,battery,camera
300085,JBL Live Pro 2,Electronics,Earbuds,JBL,13999,16699,16,4.3,14571,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Low Latency Mode, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing","JBL Live Pro 2 true wireless earbuds featuring Low Latency Mode, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300085.jpg,https://example.com/products/300085,,Live Pro 2,,,50 Hours,IPX4,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300086,Sony WF-XB700,Electronics,Earbuds,Sony,16499,19199,14,4.6,9105,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.4","Sony WF-XB700 true wireless earbuds featuring Low Latency Mode, Dual Device Pairing, Fast Charging, Bluetooth 5.4. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300086.jpg,https://example.com/products/300086,,WF-XB700,,,40 Hours,IPX5,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300087,boAt Airdopes 311 Pro,Electronics,Earbuds,boAt,1399,3599,61,4.5,3018,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode","boAt Airdopes 311 Pro true wireless earbuds featuring Touch Controls, Bluetooth 5.4, Dual Device Pairing, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300087.jpg,https://example.com/products/300087,,Airdopes 311 Pro,,,30 Hours,IPX7,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300088,OnePlus Nord Buds 3,Electronics,Earbuds,OnePlus,9699,10599,8,4.2,13078,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.4, ENC, Transparency Mode, IPX5 Water Resistant","OnePlus Nord Buds 3 true wireless earbuds featuring Bluetooth 5.4, ENC, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300088.jpg,https://example.com/products/300088,,Nord Buds 3,,,50 Hours,IPX5,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300089,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,8899,11199,21,5.0,5062,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.4, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.3","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Bluetooth 5.4, Dual Device Pairing, IPX5 Water Resistant, Bluetooth 5.3. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300089.jpg,https://example.com/products/300089,,Galaxy Buds2 Pro,,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300090,Nothing Ear,Electronics,Earbuds,Nothing,6599,9099,27,4.3,18315,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, ANC, ENC, Fast Charging","Nothing Ear true wireless earbuds featuring IPX5 Water Resistant, ANC, ENC, Fast Charging. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300090.jpg,https://example.com/products/300090,,Ear,,,30 Hours,IPX5,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300091,Realme Buds T310,Electronics,Earbuds,Realme,2999,4799,38,4.4,12365,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"Dual Device Pairing, ANC, Fast Charging, Bluetooth 5.3","Realme Buds T310 true wireless earbuds featuring Dual Device Pairing, ANC, Fast Charging, Bluetooth 5.3. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300091.jpg,https://example.com/products/300091,,Buds T310,,,45 Hours,IPX7,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300092,OnePlus Buds 3,Electronics,Earbuds,OnePlus,8499,8699,2,4.2,12444,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"ANC, Fast Charging, IPX5 Water Resistant, Touch Controls","OnePlus Buds 3 true wireless earbuds featuring ANC, Fast Charging, IPX5 Water Resistant, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300092.jpg,https://example.com/products/300092,,Buds 3,,,36 Hours,IPX4,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300093,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,14599,16699,13,4.8,8955,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, Bluetooth 5.4, Low Latency Mode, IPX5 Water Resistant","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Transparency Mode, Bluetooth 5.4, Low Latency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300093.jpg,https://example.com/products/300093,,Galaxy Buds2 Pro,,,36 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300094,boAt Airdopes 141,Electronics,Earbuds,boAt,2599,3999,35,4.8,8035,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing","boAt Airdopes 141 true wireless earbuds featuring IPX5 Water Resistant, Bluetooth 5.4, Bluetooth 5.3, Dual Device Pairing. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300094.jpg,https://example.com/products/300094,,Airdopes 141,,,40 Hours,IPX5,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300095,Noise Buds VS104,Electronics,Earbuds,Noise,3599,3899,8,4.2,16778,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.3, Transparency Mode, Bluetooth 5.4, Low Latency Mode","Noise Buds VS104 true wireless earbuds featuring Bluetooth 5.3, Transparency Mode, Bluetooth 5.4, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300095.jpg,https://example.com/products/300095,,Buds VS104,,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300096,boAt Airdopes 311 Pro,Electronics,Earbuds,boAt,1199,3399,65,4.6,13718,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, ENC, Transparency Mode, ANC","boAt Airdopes 311 Pro true wireless earbuds featuring Touch Controls, ENC, Transparency Mode, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300096.jpg,https://example.com/products/300096,,Airdopes 311 Pro,,,40 Hours,IPX4,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300097,boAt Airdopes 170,Electronics,Earbuds,boAt,1999,2799,29,4.6,13281,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Dual Device Pairing, Low Latency Mode, IPX5 Water Resistant","boAt Airdopes 170 true wireless earbuds featuring Touch Controls, Dual Device Pairing, Low Latency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300097.jpg,https://example.com/products/300097,,Airdopes 170,,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300098,Noise Air Buds Pro,Electronics,Earbuds,Noise,4699,6899,32,4.8,4196,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant, ENC","Noise Air Buds Pro true wireless earbuds featuring Bluetooth 5.3, Bluetooth 5.4, IPX5 Water Resistant, ENC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300098.jpg,https://example.com/products/300098,,Air Buds Pro,,,50 Hours,IPX7,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300099,Sony WF-XB700,Electronics,Earbuds,Sony,15299,15599,2,4.5,828,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.4, Bluetooth 5.3, Fast Charging, ANC","Sony WF-XB700 true wireless earbuds featuring Bluetooth 5.4, Bluetooth 5.3, Fast Charging, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300099.jpg,https://example.com/products/300099,,WF-XB700,,,50 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300100,boAt Airdopes 170,Electronics,Earbuds,boAt,2799,4999,44,4.6,10945,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Dual Device Pairing, Transparency Mode, Fast Charging, Touch Controls","boAt Airdopes 170 true wireless earbuds featuring Dual Device Pairing, Transparency Mode, Fast Charging, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300100.jpg,https://example.com/products/300100,,Airdopes 170,,,50 Hours,IPX7,,,,,,,Bluetooth 5.4,ANC,,,,,,,,,,,,,,,
300101,Sony WF-XB700,Electronics,Earbuds,Sony,14699,16699,12,4.9,12545,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, Touch Controls, IPX5 Water Resistant, ANC","Sony WF-XB700 true wireless earbuds featuring Transparency Mode, Touch Controls, IPX5 Water Resistant, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300101.jpg,https://example.com/products/300101,,WF-XB700,,,40 Hours,IPX4,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300102,Noise Buds VS104,Electronics,Earbuds,Noise,4699,4999,6,4.4,11572,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Fast Charging, Dual Device Pairing, ENC, Low Latency Mode","Noise Buds VS104 true wireless earbuds featuring Fast Charging, Dual Device Pairing, ENC, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300102.jpg,https://example.com/products/300102,,Buds VS104,,,40 Hours,IPX4,,,,,,,Bluetooth 5.4,ANC,,,,,,,,,,,,,,,
300103,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,10199,11499,11,4.7,6163,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"Low Latency Mode, Fast Charging, Transparency Mode, IPX5 Water Resistant","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Low Latency Mode, Fast Charging, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300103.jpg,https://example.com/products/300103,,Galaxy Buds2 Pro,,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300104,Realme Buds T310,Electronics,Earbuds,Realme,4599,4899,6,4.2,14576,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Bluetooth 5.4, Bluetooth 5.3, ANC","Realme Buds T310 true wireless earbuds featuring Touch Controls, Bluetooth 5.4, Bluetooth 5.3, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300104.jpg,https://example.com/products/300104,,Buds T310,,,30 Hours,IPX5,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300105,OnePlus Buds 3,Electronics,Earbuds,OnePlus,10099,12999,22,4.3,5694,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.3, Dual Device Pairing, Touch Controls, IPX5 Water Resistant","OnePlus Buds 3 true wireless earbuds featuring Bluetooth 5.3, Dual Device Pairing, Touch Controls, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300105.jpg,https://example.com/products/300105,,Buds 3,,,50 Hours,IPX5,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300106,Sony WF-C700N,Electronics,Earbuds,Sony,15599,15799,1,4.4,6225,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, ANC, Transparency Mode, IPX5 Water Resistant","Sony WF-C700N true wireless earbuds featuring Touch Controls, ANC, Transparency Mode, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300106.jpg,https://example.com/products/300106,,WF-C700N,,,36 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300107,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,13299,14699,10,4.4,2045,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"ANC, Fast Charging, IPX5 Water Resistant, Low Latency Mode","Samsung Galaxy Buds FE true wireless earbuds featuring ANC, Fast Charging, IPX5 Water Resistant, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300107.jpg,https://example.com/products/300107,,Galaxy Buds FE,,,30 Hours,IPX5,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300108,Sony WF-XB700,Electronics,Earbuds,Sony,5799,7799,26,4.0,9424,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Low Latency Mode, Bluetooth 5.4, Dual Device Pairing, Transparency Mode","Sony WF-XB700 true wireless earbuds featuring Low Latency Mode, Bluetooth 5.4, Dual Device Pairing, Transparency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300108.jpg,https://example.com/products/300108,,WF-XB700,,,40 Hours,IPX4,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300109,OnePlus Buds 3,Electronics,Earbuds,OnePlus,11099,12899,14,4.6,19571,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, Low Latency Mode, Bluetooth 5.4, Touch Controls","OnePlus Buds 3 true wireless earbuds featuring IPX5 Water Resistant, Low Latency Mode, Bluetooth 5.4, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300109.jpg,https://example.com/products/300109,,Buds 3,,,45 Hours,IPX4,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300110,Noise Buds VS104,Electronics,Earbuds,Noise,3599,4899,27,4.1,4386,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, ENC, Transparency Mode, Fast Charging","Noise Buds VS104 true wireless earbuds featuring IPX5 Water Resistant, ENC, Transparency Mode, Fast Charging. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300110.jpg,https://example.com/products/300110,,Buds VS104,,,30 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300111,JBL Tune Buds,Electronics,Earbuds,JBL,13599,15099,10,4.5,10023,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Dual Device Pairing, Transparency Mode, ENC, ANC","JBL Tune Buds true wireless earbuds featuring Dual Device Pairing, Transparency Mode, ENC, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300111.jpg,https://example.com/products/300111,,Tune Buds,,,50 Hours,IPX7,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300112,OnePlus Buds Pro 3,Electronics,Earbuds,OnePlus,11299,11999,6,5.0,13114,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, Touch Controls, Low Latency Mode, Bluetooth 5.4","OnePlus Buds Pro 3 true wireless earbuds featuring Transparency Mode, Touch Controls, Low Latency Mode, Bluetooth 5.4. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300112.jpg,https://example.com/products/300112,,Buds Pro 3,,,36 Hours,IPX4,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300113,JBL Wave Beam,Electronics,Earbuds,JBL,14099,15599,10,4.4,4489,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, ENC, Bluetooth 5.4, ANC","JBL Wave Beam true wireless earbuds featuring Transparency Mode, ENC, Bluetooth 5.4, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300113.jpg,https://example.com/products/300113,,Wave Beam,,,40 Hours,IPX4,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300114,Sony WF-C700N,Electronics,Earbuds,Sony,7499,8199,9,4.9,17547,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Bluetooth 5.3, Dual Device Pairing, Fast Charging","Sony WF-C700N true wireless earbuds featuring Touch Controls, Bluetooth 5.3, Dual Device Pairing, Fast Charging. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300114.jpg,https://example.com/products/300114,,WF-C700N,,,50 Hours,IPX7,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300115,Nothing Ear (a),Electronics,Earbuds,Nothing,14799,15599,5,4.9,10981,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Bluetooth 5.4, Transparency Mode, Bluetooth 5.3","Nothing Ear (a) true wireless earbuds featuring Touch Controls, Bluetooth 5.4, Transparency Mode, Bluetooth 5.3. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300115.jpg,https://example.com/products/300115,,Ear (a),,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300116,OnePlus Buds 3,Electronics,Earbuds,OnePlus,3999,4799,17,4.5,13108,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"ANC, IPX5 Water Resistant, Bluetooth 5.4, Fast Charging","OnePlus Buds 3 true wireless earbuds featuring ANC, IPX5 Water Resistant, Bluetooth 5.4, Fast Charging. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300116.jpg,https://example.com/products/300116,,Buds 3,,,50 Hours,IPX5,,,,,,,Bluetooth 5.4,ANC,,,,,,,,,,,,,,,
300117,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,9799,11299,13,4.3,6676,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.3, Bluetooth 5.4, Transparency Mode, Touch Controls","Samsung Galaxy Buds FE true wireless earbuds featuring Bluetooth 5.3, Bluetooth 5.4, Transparency Mode, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300117.jpg,https://example.com/products/300117,,Galaxy Buds FE,,,45 Hours,IPX4,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300118,Realme Buds T310,Electronics,Earbuds,Realme,2199,3299,33,4.9,3840,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, Fast Charging, ANC, Low Latency Mode","Realme Buds T310 true wireless earbuds featuring Transparency Mode, Fast Charging, ANC, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300118.jpg,https://example.com/products/300118,,Buds T310,,,40 Hours,IPX5,,,,,,,Bluetooth 5.3,ANC,,,,,,,,,,,,,,,
300119,Noise Buds VS104,Electronics,Earbuds,Noise,2899,5799,50,4.3,2332,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Dual Device Pairing, Fast Charging, Low Latency Mode, Transparency Mode","Noise Buds VS104 true wireless earbuds featuring Dual Device Pairing, Fast Charging, Low Latency Mode, Transparency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300119.jpg,https://example.com/products/300119,,Buds VS104,,,50 Hours,IPX4,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300120,boAt Airdopes 170,Electronics,Earbuds,boAt,3499,6299,44,4.3,19192,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"ENC, Bluetooth 5.4, Low Latency Mode, Dual Device Pairing","boAt Airdopes 170 true wireless earbuds featuring ENC, Bluetooth 5.4, Low Latency Mode, Dual Device Pairing. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300120.jpg,https://example.com/products/300120,,Airdopes 170,,,36 Hours,IPX7,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300121,Sony WF-1000XM5,Electronics,Earbuds,Sony,8599,9299,8,4.6,2821,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"ANC, Dual Device Pairing, ENC, IPX5 Water Resistant","Sony WF-1000XM5 true wireless earbuds featuring ANC, Dual Device Pairing, ENC, IPX5 Water Resistant. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300121.jpg,https://example.com/products/300121,,WF-1000XM5,,,45 Hours,IPX7,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300122,Realme Buds T310,Electronics,Earbuds,Realme,5999,8299,28,4.7,5079,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, Transparency Mode, Low Latency Mode, Bluetooth 5.4","Realme Buds T310 true wireless earbuds featuring Touch Controls, Transparency Mode, Low Latency Mode, Bluetooth 5.4. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300122.jpg,https://example.com/products/300122,,Buds T310,,,36 Hours,IPX4,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300123,Samsung Galaxy Buds FE,Electronics,Earbuds,Samsung,5999,7399,19,4.2,5152,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, Fast Charging, Touch Controls, Low Latency Mode","Samsung Galaxy Buds FE true wireless earbuds featuring Transparency Mode, Fast Charging, Touch Controls, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300123.jpg,https://example.com/products/300123,,Galaxy Buds FE,,,36 Hours,IPX4,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300124,JBL Live Pro 2,Electronics,Earbuds,JBL,9199,12099,24,4.8,2169,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"ENC, IPX5 Water Resistant, Transparency Mode, Touch Controls","JBL Live Pro 2 true wireless earbuds featuring ENC, IPX5 Water Resistant, Transparency Mode, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300124.jpg,https://example.com/products/300124,,Live Pro 2,,,36 Hours,IPX7,,,,,,,Bluetooth 5.4,ANC,,,,,,,,,,,,,,,
300125,Noise Buds VS104,Electronics,Earbuds,Noise,2599,4399,41,4.0,15448,In Stock,ShopWise Store,1 Year,Blue,,,,,,,,"Music, Calls, Fitness, Travel",,"Bluetooth 5.4, IPX5 Water Resistant, ENC, Bluetooth 5.3","Noise Buds VS104 true wireless earbuds featuring Bluetooth 5.4, IPX5 Water Resistant, ENC, Bluetooth 5.3. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300125.jpg,https://example.com/products/300125,,Buds VS104,,,36 Hours,IPX4,,,,,,,Bluetooth 5.3,ENC,,,,,,,,,,,,,,,
300126,Realme Buds Air 6,Electronics,Earbuds,Realme,6399,7799,18,4.7,6074,In Stock,ShopWise Store,1 Year,White,,,,,,,,"Music, Calls, Fitness, Travel",,"Touch Controls, IPX5 Water Resistant, Low Latency Mode, ANC","Realme Buds Air 6 true wireless earbuds featuring Touch Controls, IPX5 Water Resistant, Low Latency Mode, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300126.jpg,https://example.com/products/300126,,Buds Air 6,,,45 Hours,IPX5,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300127,Realme Buds T310,Electronics,Earbuds,Realme,3799,6499,42,4.2,16425,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"ANC, Low Latency Mode, Touch Controls, ENC","Realme Buds T310 true wireless earbuds featuring ANC, Low Latency Mode, Touch Controls, ENC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300127.jpg,https://example.com/products/300127,,Buds T310,,,36 Hours,IPX7,,,,,,,Bluetooth 5.4,ENC,,,,,,,,,,,,,,,
300128,Noise Buds Combat X,Electronics,Earbuds,Noise,2099,3299,36,4.3,16078,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Fast Charging, ENC, Bluetooth 5.3, Low Latency Mode","Noise Buds Combat X true wireless earbuds featuring Fast Charging, ENC, Bluetooth 5.3, Low Latency Mode. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300128.jpg,https://example.com/products/300128,,Buds Combat X,,,30 Hours,IPX5,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300129,Samsung Galaxy Buds2 Pro,Electronics,Earbuds,Samsung,11799,14299,17,4.2,5815,In Stock,ShopWise Store,1 Year,Black,,,,,,,,"Music, Calls, Fitness, Travel",,"Transparency Mode, IPX5 Water Resistant, ANC, ENC","Samsung Galaxy Buds2 Pro true wireless earbuds featuring Transparency Mode, IPX5 Water Resistant, ANC, ENC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300129.jpg,https://example.com/products/300129,,Galaxy Buds2 Pro,,,40 Hours,IPX5,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
300130,Realme Buds T310,Electronics,Earbuds,Realme,3999,5499,27,4.2,11814,In Stock,ShopWise Store,1 Year,Green,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, Touch Controls, Transparency Mode, ANC","Realme Buds T310 true wireless earbuds featuring IPX5 Water Resistant, Touch Controls, Transparency Mode, ANC. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300130.jpg,https://example.com/products/300130,,Buds T310,,,36 Hours,IPX5,,,,,,,Bluetooth 5.3,Hybrid ANC,,,,,,,,,,,,,,,
300131,Noise Buds Combat X,Electronics,Earbuds,Noise,4599,7499,39,4.3,15737,In Stock,ShopWise Store,1 Year,Purple,,,,,,,,"Music, Calls, Fitness, Travel",,"IPX5 Water Resistant, Transparency Mode, ANC, Touch Controls","Noise Buds Combat X true wireless earbuds featuring IPX5 Water Resistant, Transparency Mode, ANC, Touch Controls. Ideal for music, calls, workouts and travel.",https://example.com/images/earbuds/300131.jpg,https://example.com/products/300131,,Buds Combat X,,,40 Hours,IPX5,,,,,,,Bluetooth 5.4,Hybrid ANC,,,,,,,,,,,,,,,
