product_id,product_name,category,sub_category,brand,model,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,case_size,display,battery_life,water_resistance,connectivity,health_features,sports_modes,features,description,purpose,image_url,product_url
400093,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,5699,10099,44,4.1,18070,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, Stress Monitoring, 5ATM Water Resistance, AMOLED Display","boAt Lunar Connect smartwatch featuring Women's Health Tracking, Stress Monitoring, 5ATM Water Resistance, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400093.jpg,https://example.com/products/400093
400094,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,52499,55499,5,4.9,4153,In Stock,ShopWise Store,1 Year,Gold,44 mm,LCD,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Always-On Display, Sleep Tracking, Voice Assistant, Stress Monitoring","Samsung Galaxy Watch Ultra smartwatch featuring Always-On Display, Sleep Tracking, Voice Assistant, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400094.jpg,https://example.com/products/400094
400095,Noise ColorFit Ultra 3,Electronics,Smartwatch,Noise,ColorFit Ultra 3,6599,7899,16,4.9,15574,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Sleep Tracking, Women's Health Tracking, AMOLED Display, Stress Monitoring","Noise ColorFit Ultra 3 smartwatch featuring Sleep Tracking, Women's Health Tracking, AMOLED Display, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400095.jpg,https://example.com/products/400095
400096,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,76200,78400,3,4.7,12480,In Stock,ShopWise Store,1 Year,Silver,44 mm,LCD,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"SpO2 Monitoring, AMOLED Display, GPS, Bluetooth Calling","Apple Watch Series 10 smartwatch featuring SpO2 Monitoring, AMOLED Display, GPS, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400096.jpg,https://example.com/products/400096
400097,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,5899,8899,34,4.9,21155,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking","boAt Xtend Pro smartwatch featuring SpO2 Monitoring, Heart Rate Monitor, GPS, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400097.jpg,https://example.com/products/400097
400098,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,2399,3399,29,4.2,2430,In Stock,ShopWise Store,1 Year,Pink,44 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Bluetooth Calling, Always-On Display, Heart Rate Monitor, AMOLED Display","boAt Xtend Pro smartwatch featuring Bluetooth Calling, Always-On Display, Heart Rate Monitor, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400098.jpg,https://example.com/products/400098
400099,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,44899,49399,9,4.1,11920,In Stock,ShopWise Store,1 Year,Silver,44 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, Bluetooth Calling, SpO2 Monitoring, Women's Health Tracking","Samsung Galaxy Watch7 smartwatch featuring 5ATM Water Resistance, Bluetooth Calling, SpO2 Monitoring, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400099.jpg,https://example.com/products/400099
400100,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,2599,6599,61,4.8,15311,In Stock,ShopWise Store,1 Year,Blue,42 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Always-On Display, Heart Rate Monitor, Women's Health Tracking, Sleep Tracking","boAt Wave Sigma smartwatch featuring Always-On Display, Heart Rate Monitor, Women's Health Tracking, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400100.jpg,https://example.com/products/400100
400101,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,Bip 5,6899,8699,21,4.9,9950,In Stock,ShopWise Store,1 Year,Blue,44 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Voice Assistant, Always-On Display, Bluetooth Calling","Amazfit Bip 5 smartwatch featuring GPS, Voice Assistant, Always-On Display, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400101.jpg,https://example.com/products/400101
400102,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,4499,7199,38,4.5,5972,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, AMOLED Display, Voice Assistant, 5ATM Water Resistance","Noise ColorFit Pro 5 smartwatch featuring Stress Monitoring, AMOLED Display, Voice Assistant, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400102.jpg,https://example.com/products/400102
400103,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,18299,20099,9,4.7,23723,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"SpO2 Monitoring, Always-On Display, Stress Monitoring, AMOLED Display","Amazfit Balance smartwatch featuring SpO2 Monitoring, Always-On Display, Stress Monitoring, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400103.jpg,https://example.com/products/400103
400104,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,3599,5399,33,4.2,12525,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, 5ATM Water Resistance, Sleep Tracking, Heart Rate Monitor","Fire-Boltt Visionary smartwatch featuring GPS, 5ATM Water Resistance, Sleep Tracking, Heart Rate Monitor. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400104.jpg,https://example.com/products/400104
400105,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,3399,5699,40,4.9,12433,In Stock,ShopWise Store,1 Year,Pink,49 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, Voice Assistant, SpO2 Monitoring, 100+ Sports Modes","boAt Xtend Pro smartwatch featuring Women's Health Tracking, Voice Assistant, SpO2 Monitoring, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400105.jpg,https://example.com/products/400105
400106,Apple Watch Ultra 2,Electronics,Smartwatch,Apple,Watch Ultra 2,30600,32900,7,4.0,12485,In Stock,ShopWise Store,1 Year,Black,46 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"AMOLED Display, 5ATM Water Resistance, Bluetooth Calling, Stress Monitoring","Apple Watch Ultra 2 smartwatch featuring AMOLED Display, 5ATM Water Resistance, Bluetooth Calling, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400106.jpg,https://example.com/products/400106
400107,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,6499,10899,40,4.4,11687,In Stock,ShopWise Store,1 Year,Silver,44 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Sleep Tracking, Voice Assistant, 100+ Sports Modes, AMOLED Display","Noise Voyage smartwatch featuring Sleep Tracking, Voice Assistant, 100+ Sports Modes, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400107.jpg,https://example.com/products/400107
400108,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,19899,24499,19,4.1,14502,In Stock,ShopWise Store,1 Year,Gold,49 mm,LCD,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Sleep Tracking, 100+ Sports Modes, Bluetooth Calling, Stress Monitoring","Amazfit GTR Mini smartwatch featuring Sleep Tracking, 100+ Sports Modes, Bluetooth Calling, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400108.jpg,https://example.com/products/400108
400109,Apple Watch SE,Electronics,Smartwatch,Apple,Watch SE,40300,43900,8,4.2,14035,In Stock,ShopWise Store,1 Year,Black,44 mm,LCD,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Bluetooth Calling, Women's Health Tracking, GPS, 100+ Sports Modes","Apple Watch SE smartwatch featuring Bluetooth Calling, Women's Health Tracking, GPS, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400109.jpg,https://example.com/products/400109
400110,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,6899,7799,12,4.7,24682,In Stock,ShopWise Store,1 Year,Green,44 mm,LCD,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, GPS, Heart Rate Monitor, AMOLED Display","boAt Xtend Pro smartwatch featuring 5ATM Water Resistance, GPS, Heart Rate Monitor, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400110.jpg,https://example.com/products/400110
400111,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,55900,59700,6,4.6,13789,In Stock,ShopWise Store,1 Year,Gold,41 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Voice Assistant, Women's Health Tracking, Sleep Tracking, 5ATM Water Resistance","Apple Watch Series 10 smartwatch featuring Voice Assistant, Women's Health Tracking, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400111.jpg,https://example.com/products/400111
400112,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,22299,26399,16,5.0,20527,In Stock,ShopWise Store,1 Year,Gold,42 mm,AMOLED,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, Voice Assistant, Always-On Display, GPS","Amazfit GTR Mini smartwatch featuring Stress Monitoring, Voice Assistant, Always-On Display, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400112.jpg,https://example.com/products/400112
400113,Fire-Boltt Visionary,Electronics,Smartwatch,Fire-Boltt,Visionary,6499,7599,14,4.2,4744,In Stock,ShopWise Store,1 Year,Silver,49 mm,AMOLED,14 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, Voice Assistant, Stress Monitoring, Sleep Tracking","Fire-Boltt Visionary smartwatch featuring Women's Health Tracking, Voice Assistant, Stress Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400113.jpg,https://example.com/products/400113
400114,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,20099,21899,8,4.6,524,In Stock,ShopWise Store,1 Year,Blue,41 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Heart Rate Monitor, 100+ Sports Modes, Bluetooth Calling","Amazfit Balance smartwatch featuring GPS, Heart Rate Monitor, 100+ Sports Modes, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400114.jpg,https://example.com/products/400114
400115,Amazfit GTR Mini,Electronics,Smartwatch,Amazfit,GTR Mini,11399,14099,19,4.1,18401,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Heart Rate Monitor, 5ATM Water Resistance, SpO2 Monitoring, Women's Health Tracking","Amazfit GTR Mini smartwatch featuring Heart Rate Monitor, 5ATM Water Resistance, SpO2 Monitoring, Women's Health Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400115.jpg,https://example.com/products/400115
400116,Apple Watch Ultra 2,Electronics,Smartwatch,Apple,Watch Ultra 2,72100,76600,6,4.5,1923,In Stock,ShopWise Store,1 Year,Blue,49 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, 5ATM Water Resistance, Sleep Tracking, Stress Monitoring","Apple Watch Ultra 2 smartwatch featuring Heart Rate Monitor, 5ATM Water Resistance, Sleep Tracking, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400116.jpg,https://example.com/products/400116
400117,boAt Xtend Pro,Electronics,Smartwatch,boAt,Xtend Pro,5999,9499,37,4.3,21662,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Women's Health Tracking, GPS, Heart Rate Monitor, Sleep Tracking","boAt Xtend Pro smartwatch featuring Women's Health Tracking, GPS, Heart Rate Monitor, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400117.jpg,https://example.com/products/400117
400118,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,23599,24599,4,4.1,10830,In Stock,ShopWise Store,1 Year,Gold,42 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"AMOLED Display, Women's Health Tracking, 100+ Sports Modes, Bluetooth Calling","Samsung Galaxy Watch FE smartwatch featuring AMOLED Display, Women's Health Tracking, 100+ Sports Modes, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400118.jpg,https://example.com/products/400118
400119,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,3799,7199,47,4.1,2467,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Voice Assistant, SpO2 Monitoring, 100+ Sports Modes, Always-On Display","boAt Wave Sigma smartwatch featuring Voice Assistant, SpO2 Monitoring, 100+ Sports Modes, Always-On Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400119.jpg,https://example.com/products/400119
400120,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,6999,7599,8,4.9,14356,In Stock,ShopWise Store,1 Year,Pink,42 mm,AMOLED,10 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Always-On Display, GPS, Women's Health Tracking, Voice Assistant","Amazfit Balance smartwatch featuring Always-On Display, GPS, Women's Health Tracking, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400120.jpg,https://example.com/products/400120
400121,Garmin Venu 3,Electronics,Smartwatch,Garmin,Venu 3,96999,100799,4,4.3,2531,In Stock,ShopWise Store,1 Year,Silver,49 mm,AMOLED,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Always-On Display, Voice Assistant, 100+ Sports Modes, Stress Monitoring","Garmin Venu 3 smartwatch featuring Always-On Display, Voice Assistant, 100+ Sports Modes, Stress Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400121.jpg,https://example.com/products/400121
400122,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,4799,5999,20,4.1,1925,In Stock,ShopWise Store,1 Year,Blue,46 mm,AMOLED,7 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, Voice Assistant, Stress Monitoring, SpO2 Monitoring","Noise ColorFit Pro 5 smartwatch featuring 5ATM Water Resistance, Voice Assistant, Stress Monitoring, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400122.jpg,https://example.com/products/400122
400123,Noise ColorFit Ultra 3,Electronics,Smartwatch,Noise,ColorFit Ultra 3,4399,5099,14,4.7,6006,In Stock,ShopWise Store,1 Year,Pink,41 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"SpO2 Monitoring, Always-On Display, Heart Rate Monitor, AMOLED Display","Noise ColorFit Ultra 3 smartwatch featuring SpO2 Monitoring, Always-On Display, Heart Rate Monitor, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400123.jpg,https://example.com/products/400123
400124,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,3099,6599,53,4.8,7535,In Stock,ShopWise Store,1 Year,Green,44 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"GPS, Bluetooth Calling, Always-On Display, SpO2 Monitoring","boAt Lunar Connect smartwatch featuring GPS, Bluetooth Calling, Always-On Display, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400124.jpg,https://example.com/products/400124
400125,Samsung Galaxy Watch7,Electronics,Smartwatch,Samsung,Galaxy Watch7,19999,24899,20,4.5,13263,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,7 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"AMOLED Display, 100+ Sports Modes, Sleep Tracking, 5ATM Water Resistance","Samsung Galaxy Watch7 smartwatch featuring AMOLED Display, 100+ Sports Modes, Sleep Tracking, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400125.jpg,https://example.com/products/400125
400126,Noise ColorFit Ultra 3,Electronics,Smartwatch,Noise,ColorFit Ultra 3,3599,5199,31,4.9,17607,In Stock,ShopWise Store,1 Year,Blue,49 mm,LCD,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Bluetooth Calling, Sleep Tracking, Voice Assistant, 5ATM Water Resistance","Noise ColorFit Ultra 3 smartwatch featuring Bluetooth Calling, Sleep Tracking, Voice Assistant, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400126.jpg,https://example.com/products/400126
400127,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,7499,8499,12,4.8,4371,In Stock,ShopWise Store,1 Year,Black,44 mm,AMOLED,14 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"100+ Sports Modes, Voice Assistant, Heart Rate Monitor, AMOLED Display","Noise Voyage smartwatch featuring 100+ Sports Modes, Voice Assistant, Heart Rate Monitor, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400127.jpg,https://example.com/products/400127
400128,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,3099,7799,60,4.1,18801,In Stock,ShopWise Store,1 Year,Gold,49 mm,AMOLED,14 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Sleep Tracking, AMOLED Display, Stress Monitoring, Bluetooth Calling","boAt Lunar Connect smartwatch featuring Sleep Tracking, AMOLED Display, Stress Monitoring, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400128.jpg,https://example.com/products/400128
400129,Noise Voyage,Electronics,Smartwatch,Noise,Voyage,4399,6799,35,4.7,8119,In Stock,ShopWise Store,1 Year,Gold,44 mm,LCD,18 Hours,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Always-On Display, Sleep Tracking, 5ATM Water Resistance, AMOLED Display","Noise Voyage smartwatch featuring Always-On Display, Sleep Tracking, 5ATM Water Resistance, AMOLED Display. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400129.jpg,https://example.com/products/400129
400130,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,54600,58900,7,4.6,14115,In Stock,ShopWise Store,1 Year,Blue,46 mm,LCD,18 Hours,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"SpO2 Monitoring, Women's Health Tracking, Heart Rate Monitor, Voice Assistant","Apple Watch Series 10 smartwatch featuring SpO2 Monitoring, Women's Health Tracking, Heart Rate Monitor, Voice Assistant. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400130.jpg,https://example.com/products/400130
400131,Samsung Galaxy Watch Ultra,Electronics,Smartwatch,Samsung,Galaxy Watch Ultra,40399,44099,8,4.6,20330,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Women's Health Tracking, Always-On Display, SpO2 Monitoring, 5ATM Water Resistance","Samsung Galaxy Watch Ultra smartwatch featuring Women's Health Tracking, Always-On Display, SpO2 Monitoring, 5ATM Water Resistance. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400131.jpg,https://example.com/products/400131
400132,Apple Watch Series 10,Electronics,Smartwatch,Apple,Watch Series 10,89400,91400,2,4.6,7819,In Stock,ShopWise Store,1 Year,Green,41 mm,AMOLED,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Voice Assistant, Always-On Display, Heart Rate Monitor, 100+ Sports Modes","Apple Watch Series 10 smartwatch featuring Voice Assistant, Always-On Display, Heart Rate Monitor, 100+ Sports Modes. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400132.jpg,https://example.com/products/400132
400133,Amazfit Balance,Electronics,Smartwatch,Amazfit,Balance,8399,13099,36,4.9,23251,In Stock,ShopWise Store,1 Year,Green,42 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Heart Rate Monitor, Bluetooth Calling, Women's Health Tracking, Sleep Tracking","Amazfit Balance smartwatch featuring Heart Rate Monitor, Bluetooth Calling, Women's Health Tracking, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400133.jpg,https://example.com/products/400133
400134,Amazfit Bip 5,Electronics,Smartwatch,Amazfit,Bip 5,21799,25099,13,4.4,763,In Stock,ShopWise Store,1 Year,Green,42 mm,AMOLED,5 Days,IP68,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"AMOLED Display, Women's Health Tracking, Voice Assistant, Bluetooth Calling","Amazfit Bip 5 smartwatch featuring AMOLED Display, Women's Health Tracking, Voice Assistant, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400134.jpg,https://example.com/products/400134
400135,Samsung Galaxy Watch FE,Electronics,Smartwatch,Samsung,Galaxy Watch FE,26399,27499,4,4.5,2009,In Stock,ShopWise Store,1 Year,Silver,42 mm,AMOLED,18 Hours,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"AMOLED Display, 5ATM Water Resistance, Stress Monitoring, GPS","Samsung Galaxy Watch FE smartwatch featuring AMOLED Display, 5ATM Water Resistance, Stress Monitoring, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400135.jpg,https://example.com/products/400135
400136,boAt Wave Sigma,Electronics,Smartwatch,boAt,Wave Sigma,2299,6799,66,4.0,15463,In Stock,ShopWise Store,1 Year,Silver,46 mm,AMOLED,10 Days,10ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"5ATM Water Resistance, Voice Assistant, SpO2 Monitoring, Sleep Tracking","boAt Wave Sigma smartwatch featuring 5ATM Water Resistance, Voice Assistant, SpO2 Monitoring, Sleep Tracking. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400136.jpg,https://example.com/products/400136
400137,Fire-Boltt Invincible Plus,Electronics,Smartwatch,Fire-Boltt,Invincible Plus,5299,6099,13,4.3,24662,In Stock,ShopWise Store,1 Year,Green,49 mm,AMOLED,5 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",150+,"Stress Monitoring, Sleep Tracking, GPS, SpO2 Monitoring","Fire-Boltt Invincible Plus smartwatch featuring Stress Monitoring, Sleep Tracking, GPS, SpO2 Monitoring. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400137.jpg,https://example.com/products/400137
400138,Noise ColorFit Pro 5,Electronics,Smartwatch,Noise,ColorFit Pro 5,7899,11499,31,4.6,1910,In Stock,ShopWise Store,1 Year,Green,46 mm,AMOLED,7 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",100+,"Always-On Display, 100+ Sports Modes, Voice Assistant, Bluetooth Calling","Noise ColorFit Pro 5 smartwatch featuring Always-On Display, 100+ Sports Modes, Voice Assistant, Bluetooth Calling. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400138.jpg,https://example.com/products/400138
400139,boAt Lunar Connect,Electronics,Smartwatch,boAt,Lunar Connect,6599,9199,28,4.3,24158,In Stock,ShopWise Store,1 Year,Black,42 mm,LCD,10 Days,5ATM,Bluetooth 5.3,"Heart Rate, SpO2, Sleep",120+,"Sleep Tracking, Voice Assistant, Always-On Display, GPS","boAt Lunar Connect smartwatch featuring Sleep Tracking, Voice Assistant, Always-On Display, GPS. Suitable for fitness tracking, daily health monitoring and notifications.","Fitness, Health, Daily Use",https://example.com/images/smartwatch/400139.jpg,https://example.com/products/400139
