product_id,product_name,category,sub_category,brand,price,original_price,discount_percentage,rating,review_count,stock_status,seller,warranty,color,size,fit,material,sleeve_type,neck_type,pattern,occasion,purpose,care_instructions,features,description,image_url,product_url
600133,Vero Moda Formal Top,Fashion,Top,Vero Moda,1499,2799,46,4.7,16399,In Stock,ShopWise Fashion,No Warranty,Yellow,S,Straight Fit,Rayon,Half Sleeve,V Neck,Printed,Travel,Vacation,Machine Wash,"Rayon, Straight Fit, Printed, Machine Wash",Vero Moda Formal Top made from Rayon. Ideal for travel occasions with a comfortable straight fit.,https://example.com/images/women/600133.jpg,https://example.com/products/600133
600134,W Printed Kurta,Fashion,Kurta,W,1999,2499,20,4.8,1288,In Stock,ShopWise Fashion,No Warranty,Yellow,L,Regular Fit,Linen,Three-Quarter,Square Neck,Printed,Casual,Daily Wear,Machine Wash,"Linen, Regular Fit, Printed, Machine Wash",W Printed Kurta made from Linen. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600134.jpg,https://example.com/products/600134
600135,H&M Basic Top,Fashion,Top,H&M,1299,2499,48,4.0,1911,In Stock,ShopWise Fashion,No Warranty,White,M,Regular Fit,Rayon,Half Sleeve,Square Neck,Checked,Travel,Vacation,Machine Wash,"Rayon, Regular Fit, Checked, Machine Wash",H&M Basic Top made from Rayon. Ideal for travel occasions with a comfortable regular fit.,https://example.com/images/women/600135.jpg,https://example.com/products/600135
600136,W Straight Kurta,Fashion,Kurta,W,2699,3899,31,4.2,6258,In Stock,ShopWise Fashion,No Warranty,Pink,L,Straight Fit,Rayon,Sleeveless,Round Neck,Solid,Office,Party,Machine Wash,"Rayon, Straight Fit, Solid, Machine Wash",W Straight Kurta made from Rayon. Ideal for office occasions with a comfortable straight fit.,https://example.com/images/women/600136.jpg,https://example.com/products/600136
600137,ONLY Crop Top,Fashion,Top,ONLY,1499,1699,12,4.1,12432,In Stock,ShopWise Fashion,No Warranty,Green,L,Relaxed Fit,Viscose,Sleeveless,Collar,Embroidered,Casual,Party,Machine Wash,"Viscose, Relaxed Fit, Embroidered, Machine Wash",ONLY Crop Top made from Viscose. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600137.jpg,https://example.com/products/600137
600138,AND Formal Top,Fashion,Top,AND,1499,2099,29,4.3,16338,In Stock,ShopWise Fashion,No Warranty,Yellow,L,Regular Fit,Viscose,Half Sleeve,Round Neck,Embroidered,Wedding,Daily Wear,Machine Wash,"Viscose, Regular Fit, Embroidered, Machine Wash",AND Formal Top made from Viscose. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600138.jpg,https://example.com/products/600138
600139,AND Formal Top,Fashion,Top,AND,1099,1699,35,4.1,9340,In Stock,ShopWise Fashion,No Warranty,Pink,M,Relaxed Fit,Viscose,Full Sleeve,Collar,Printed,Office,Office,Machine Wash,"Viscose, Relaxed Fit, Printed, Machine Wash",AND Formal Top made from Viscose. Ideal for office occasions with a comfortable relaxed fit.,https://example.com/images/women/600139.jpg,https://example.com/products/600139
600140,FabIndia Handloom Top,Fashion,Top,FabIndia,1799,2799,36,4.4,15805,In Stock,ShopWise Fashion,No Warranty,Lavender,XXL,Regular Fit,100% Cotton,Half Sleeve,Round Neck,Floral,Office,Office,Machine Wash,"100% Cotton, Regular Fit, Floral, Machine Wash",FabIndia Handloom Top made from 100% Cotton. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600140.jpg,https://example.com/products/600140
600141,Zara Maxi Dress,Fashion,Dress,Zara,4199,4999,16,4.2,17171,In Stock,ShopWise Fashion,No Warranty,Yellow,XXL,A-Line,Cotton Blend,Half Sleeve,Collar,Checked,Office,Daily Wear,Machine Wash,"Cotton Blend, A-Line, Checked, Machine Wash",Zara Maxi Dress made from Cotton Blend. Ideal for office occasions with a comfortable a-line.,https://example.com/images/women/600141.jpg,https://example.com/products/600141
600142,Vero Moda Casual Shirt,Fashion,Top,Vero Moda,699,1799,61,4.7,10612,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Relaxed Fit,Viscose,Sleeveless,Collar,Embroidered,Festive,Office,Machine Wash,"Viscose, Relaxed Fit, Embroidered, Machine Wash",Vero Moda Casual Shirt made from Viscose. Ideal for festive occasions with a comfortable relaxed fit.,https://example.com/images/women/600142.jpg,https://example.com/products/600142
600143,Biba Kurta,Fashion,Kurta,Biba,1699,2899,41,5.0,4863,In Stock,ShopWise Fashion,No Warranty,Green,L,Relaxed Fit,Polyester,Sleeveless,Square Neck,Solid,Party,Daily Wear,Machine Wash,"Polyester, Relaxed Fit, Solid, Machine Wash",Biba Kurta made from Polyester. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600143.jpg,https://example.com/products/600143
600144,H&M Printed T-Shirt,Fashion,Top,H&M,1599,2599,38,4.8,10581,In Stock,ShopWise Fashion,No Warranty,White,XL,Straight Fit,Polyester,Sleeveless,Round Neck,Printed,Casual,Party,Machine Wash,"Polyester, Straight Fit, Printed, Machine Wash",H&M Printed T-Shirt made from Polyester. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600144.jpg,https://example.com/products/600144
600145,AND Office Dress,Fashion,Dress,AND,3199,4399,27,4.9,7129,In Stock,ShopWise Fashion,No Warranty,Lavender,XXL,A-Line,Polyester,Three-Quarter,Collar,Solid,Office,Party,Machine Wash,"Polyester, A-Line, Solid, Machine Wash",AND Office Dress made from Polyester. Ideal for office occasions with a comfortable a-line.,https://example.com/images/women/600145.jpg,https://example.com/products/600145
600146,Global Desi Fusion Top,Fashion,Top,Global Desi,1299,1799,28,4.4,7305,In Stock,ShopWise Fashion,No Warranty,Lavender,S,Regular Fit,Viscose,Full Sleeve,V Neck,Embroidered,Party,Party,Machine Wash,"Viscose, Regular Fit, Embroidered, Machine Wash",Global Desi Fusion Top made from Viscose. Ideal for party occasions with a comfortable regular fit.,https://example.com/images/women/600146.jpg,https://example.com/products/600146
600147,W Straight Kurta,Fashion,Kurta,W,3499,3899,10,4.9,13589,In Stock,ShopWise Fashion,No Warranty,Red,XL,A-Line,Polyester,Half Sleeve,V Neck,Checked,Travel,Office,Machine Wash,"Polyester, A-Line, Checked, Machine Wash",W Straight Kurta made from Polyester. Ideal for travel occasions with a comfortable a-line.,https://example.com/images/women/600147.jpg,https://example.com/products/600147
600148,Global Desi Fusion Top,Fashion,Top,Global Desi,1999,3199,38,4.3,17032,In Stock,ShopWise Fashion,No Warranty,Maroon,XS,A-Line,Rayon,Sleeveless,Collar,Solid,Wedding,Vacation,Machine Wash,"Rayon, A-Line, Solid, Machine Wash",Global Desi Fusion Top made from Rayon. Ideal for wedding occasions with a comfortable a-line.,https://example.com/images/women/600148.jpg,https://example.com/products/600148
600149,H&M Basic Top,Fashion,Top,H&M,2199,3499,37,4.9,12784,In Stock,ShopWise Fashion,No Warranty,White,XS,A-Line,Cotton Blend,Sleeveless,Round Neck,Floral,Casual,Party,Machine Wash,"Cotton Blend, A-Line, Floral, Machine Wash",H&M Basic Top made from Cotton Blend. Ideal for casual occasions with a comfortable a-line.,https://example.com/images/women/600149.jpg,https://example.com/products/600149
600150,W Ethnic Set,Fashion,Top,W,2099,2699,22,4.5,289,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Slim Fit,100% Cotton,Half Sleeve,Round Neck,Floral,Wedding,Daily Wear,Machine Wash,"100% Cotton, Slim Fit, Floral, Machine Wash",W Ethnic Set made from 100% Cotton. Ideal for wedding occasions with a comfortable slim fit.,https://example.com/images/women/600150.jpg,https://example.com/products/600150
600151,H&M Summer Dress,Fashion,Dress,H&M,2799,4199,33,4.4,17702,In Stock,ShopWise Fashion,No Warranty,Red,XS,Regular Fit,Polyester,Three-Quarter,Collar,Floral,Party,College,Machine Wash,"Polyester, Regular Fit, Floral, Machine Wash",H&M Summer Dress made from Polyester. Ideal for party occasions with a comfortable regular fit.,https://example.com/images/women/600151.jpg,https://example.com/products/600151
600152,H&M Printed T-Shirt,Fashion,Top,H&M,2199,3099,29,4.5,17454,In Stock,ShopWise Fashion,No Warranty,Red,L,Regular Fit,Linen,Half Sleeve,V Neck,Embroidered,Casual,Party,Machine Wash,"Linen, Regular Fit, Embroidered, Machine Wash",H&M Printed T-Shirt made from Linen. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600152.jpg,https://example.com/products/600152
600153,Zara Maxi Dress,Fashion,Dress,Zara,3599,4699,23,4.9,9701,In Stock,ShopWise Fashion,No Warranty,Lavender,XXL,Regular Fit,Polyester,Three-Quarter,Round Neck,Printed,Wedding,Daily Wear,Machine Wash,"Polyester, Regular Fit, Printed, Machine Wash",Zara Maxi Dress made from Polyester. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600153.jpg,https://example.com/products/600153
600154,FabIndia Ethnic Dress,Fashion,Dress,FabIndia,3899,5199,25,4.1,1431,In Stock,ShopWise Fashion,No Warranty,White,M,A-Line,Linen,Sleeveless,Square Neck,Solid,Casual,Daily Wear,Machine Wash,"Linen, A-Line, Solid, Machine Wash",FabIndia Ethnic Dress made from Linen. Ideal for casual occasions with a comfortable a-line.,https://example.com/images/women/600154.jpg,https://example.com/products/600154
600155,H&M Basic Top,Fashion,Top,H&M,1699,2899,41,4.6,4963,In Stock,ShopWise Fashion,No Warranty,Yellow,L,Relaxed Fit,Viscose,Half Sleeve,Collar,Embroidered,Office,Vacation,Machine Wash,"Viscose, Relaxed Fit, Embroidered, Machine Wash",H&M Basic Top made from Viscose. Ideal for office occasions with a comfortable relaxed fit.,https://example.com/images/women/600155.jpg,https://example.com/products/600155
600156,Levi's Graphic Tee,Fashion,Top,Levi's,999,1399,29,4.9,156,In Stock,ShopWise Fashion,No Warranty,Yellow,XS,Straight Fit,Rayon,Sleeveless,V Neck,Floral,Casual,College,Machine Wash,"Rayon, Straight Fit, Floral, Machine Wash",Levi's Graphic Tee made from Rayon. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600156.jpg,https://example.com/products/600156
600157,W Straight Kurta,Fashion,Kurta,W,2099,2799,25,4.8,4014,In Stock,ShopWise Fashion,No Warranty,Yellow,M,Straight Fit,Viscose,Half Sleeve,Round Neck,Printed,Party,Vacation,Machine Wash,"Viscose, Straight Fit, Printed, Machine Wash",W Straight Kurta made from Viscose. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600157.jpg,https://example.com/products/600157
600158,Zara Linen Shirt,Fashion,Top,Zara,1999,3399,41,4.3,14576,In Stock,ShopWise Fashion,No Warranty,Lavender,XS,Slim Fit,Rayon,Full Sleeve,Collar,Checked,Festive,College,Machine Wash,"Rayon, Slim Fit, Checked, Machine Wash",Zara Linen Shirt made from Rayon. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600158.jpg,https://example.com/products/600158
600159,Biba Kurta Set,Fashion,Kurta,Biba,3299,3999,18,4.8,7374,In Stock,ShopWise Fashion,No Warranty,Lavender,XL,Relaxed Fit,100% Cotton,Full Sleeve,V Neck,Solid,Party,Daily Wear,Machine Wash,"100% Cotton, Relaxed Fit, Solid, Machine Wash",Biba Kurta Set made from 100% Cotton. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600159.jpg,https://example.com/products/600159
600160,W Printed Kurta,Fashion,Kurta,W,1299,2099,38,4.9,7853,In Stock,ShopWise Fashion,No Warranty,Yellow,XXL,Slim Fit,Linen,Full Sleeve,Collar,Solid,Wedding,College,Machine Wash,"Linen, Slim Fit, Solid, Machine Wash",W Printed Kurta made from Linen. Ideal for wedding occasions with a comfortable slim fit.,https://example.com/images/women/600160.jpg,https://example.com/products/600160
600161,H&M Oversized Shirt,Fashion,Top,H&M,1099,2399,54,4.1,12399,In Stock,ShopWise Fashion,No Warranty,Green,XL,Straight Fit,Rayon,Sleeveless,Square Neck,Floral,Wedding,Vacation,Machine Wash,"Rayon, Straight Fit, Floral, Machine Wash",H&M Oversized Shirt made from Rayon. Ideal for wedding occasions with a comfortable straight fit.,https://example.com/images/women/600161.jpg,https://example.com/products/600161
600162,Biba Kurta,Fashion,Kurta,Biba,1199,1699,29,4.9,12277,In Stock,ShopWise Fashion,No Warranty,Red,S,Slim Fit,Rayon,Half Sleeve,Collar,Printed,Office,Party,Machine Wash,"Rayon, Slim Fit, Printed, Machine Wash",Biba Kurta made from Rayon. Ideal for office occasions with a comfortable slim fit.,https://example.com/images/women/600162.jpg,https://example.com/products/600162
600163,Zara Maxi Dress,Fashion,Dress,Zara,1699,2999,43,4.4,15747,In Stock,ShopWise Fashion,No Warranty,Yellow,S,A-Line,100% Cotton,Sleeveless,Round Neck,Checked,Festive,College,Machine Wash,"100% Cotton, A-Line, Checked, Machine Wash",Zara Maxi Dress made from 100% Cotton. Ideal for festive occasions with a comfortable a-line.,https://example.com/images/women/600163.jpg,https://example.com/products/600163
600164,Biba Anarkali Kurta,Fashion,Kurta,Biba,1299,1999,35,4.2,3854,In Stock,ShopWise Fashion,No Warranty,Red,XL,Regular Fit,Polyester,Full Sleeve,V Neck,Printed,Office,Party,Machine Wash,"Polyester, Regular Fit, Printed, Machine Wash",Biba Anarkali Kurta made from Polyester. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600164.jpg,https://example.com/products/600164
600165,H&M Summer Dress,Fashion,Dress,H&M,2199,2699,19,4.2,6615,In Stock,ShopWise Fashion,No Warranty,Red,XXL,Slim Fit,Rayon,Sleeveless,Collar,Embroidered,Office,Vacation,Machine Wash,"Rayon, Slim Fit, Embroidered, Machine Wash",H&M Summer Dress made from Rayon. Ideal for office occasions with a comfortable slim fit.,https://example.com/images/women/600165.jpg,https://example.com/products/600165
600166,Zara Linen Shirt,Fashion,Top,Zara,1199,2199,45,4.3,152,In Stock,ShopWise Fashion,No Warranty,Black,L,Slim Fit,Rayon,Sleeveless,V Neck,Embroidered,Office,College,Machine Wash,"Rayon, Slim Fit, Embroidered, Machine Wash",Zara Linen Shirt made from Rayon. Ideal for office occasions with a comfortable slim fit.,https://example.com/images/women/600166.jpg,https://example.com/products/600166
600167,H&M Oversized Shirt,Fashion,Top,H&M,699,999,30,4.6,6408,In Stock,ShopWise Fashion,No Warranty,Maroon,XXL,Slim Fit,Cotton Blend,Full Sleeve,Collar,Solid,Wedding,Party,Machine Wash,"Cotton Blend, Slim Fit, Solid, Machine Wash",H&M Oversized Shirt made from Cotton Blend. Ideal for wedding occasions with a comfortable slim fit.,https://example.com/images/women/600167.jpg,https://example.com/products/600167
600168,Biba Kurta Set,Fashion,Kurta,Biba,2799,3999,30,4.7,11269,In Stock,ShopWise Fashion,No Warranty,Blue,S,Regular Fit,Viscose,Sleeveless,Round Neck,Solid,Festive,Party,Machine Wash,"Viscose, Regular Fit, Solid, Machine Wash",Biba Kurta Set made from Viscose. Ideal for festive occasions with a comfortable regular fit.,https://example.com/images/women/600168.jpg,https://example.com/products/600168
600169,W Straight Kurta,Fashion,Kurta,W,2299,2499,8,4.4,13947,In Stock,ShopWise Fashion,No Warranty,Beige,XL,Relaxed Fit,Viscose,Three-Quarter,V Neck,Floral,Festive,College,Machine Wash,"Viscose, Relaxed Fit, Floral, Machine Wash",W Straight Kurta made from Viscose. Ideal for festive occasions with a comfortable relaxed fit.,https://example.com/images/women/600169.jpg,https://example.com/products/600169
600170,Vero Moda Formal Top,Fashion,Top,Vero Moda,1599,1999,20,4.5,16256,In Stock,ShopWise Fashion,No Warranty,Red,XL,Straight Fit,Linen,Half Sleeve,Collar,Checked,Party,Vacation,Machine Wash,"Linen, Straight Fit, Checked, Machine Wash",Vero Moda Formal Top made from Linen. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600170.jpg,https://example.com/products/600170
600171,AND Formal Top,Fashion,Top,AND,1899,2899,34,4.4,3444,In Stock,ShopWise Fashion,No Warranty,Lavender,S,Regular Fit,Polyester,Sleeveless,Square Neck,Embroidered,Wedding,Daily Wear,Machine Wash,"Polyester, Regular Fit, Embroidered, Machine Wash",AND Formal Top made from Polyester. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600171.jpg,https://example.com/products/600171
600172,AND Trousers,Fashion,Bottom Wear,AND,2999,3799,21,4.5,12202,In Stock,ShopWise Fashion,No Warranty,Red,S,A-Line,Viscose,Full Sleeve,Collar,Checked,Casual,Office,Machine Wash,"Viscose, A-Line, Checked, Machine Wash",AND Trousers made from Viscose. Ideal for casual occasions with a comfortable a-line.,https://example.com/images/women/600172.jpg,https://example.com/products/600172
600173,Biba Kurta Set,Fashion,Kurta,Biba,2399,3599,33,4.3,7905,In Stock,ShopWise Fashion,No Warranty,Green,XL,Straight Fit,Viscose,Three-Quarter,Round Neck,Solid,Casual,Party,Machine Wash,"Viscose, Straight Fit, Solid, Machine Wash",Biba Kurta Set made from Viscose. Ideal for casual occasions with a comfortable straight fit.,https://example.com/images/women/600173.jpg,https://example.com/products/600173
600174,Biba Anarkali Kurta,Fashion,Kurta,Biba,2599,3399,24,4.9,1793,In Stock,ShopWise Fashion,No Warranty,Blue,XXL,Slim Fit,Cotton Blend,Half Sleeve,Square Neck,Checked,Wedding,Party,Machine Wash,"Cotton Blend, Slim Fit, Checked, Machine Wash",Biba Anarkali Kurta made from Cotton Blend. Ideal for wedding occasions with a comfortable slim fit.,https://example.com/images/women/600174.jpg,https://example.com/products/600174
600175,Global Desi Boho Dress,Fashion,Dress,Global Desi,4299,5499,22,4.5,3787,In Stock,ShopWise Fashion,No Warranty,Maroon,S,A-Line,Polyester,Half Sleeve,V Neck,Printed,Travel,College,Machine Wash,"Polyester, A-Line, Printed, Machine Wash",Global Desi Boho Dress made from Polyester. Ideal for travel occasions with a comfortable a-line.,https://example.com/images/women/600175.jpg,https://example.com/products/600175
600176,Levi's Women's Jeans,Fashion,Bottom Wear,Levi's,3099,3899,21,4.9,3041,In Stock,ShopWise Fashion,No Warranty,Blue,L,Regular Fit,Polyester,Full Sleeve,Round Neck,Floral,Office,Daily Wear,Machine Wash,"Polyester, Regular Fit, Floral, Machine Wash",Levi's Women's Jeans made from Polyester. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600176.jpg,https://example.com/products/600176
600177,H&M Oversized Shirt,Fashion,Top,H&M,699,999,30,4.5,16405,In Stock,ShopWise Fashion,No Warranty,Red,S,A-Line,100% Cotton,Half Sleeve,Round Neck,Solid,Travel,College,Machine Wash,"100% Cotton, A-Line, Solid, Machine Wash",H&M Oversized Shirt made from 100% Cotton. Ideal for travel occasions with a comfortable a-line.,https://example.com/images/women/600177.jpg,https://example.com/products/600177
600178,H&M Printed T-Shirt,Fashion,Top,H&M,1599,2699,41,4.3,3287,In Stock,ShopWise Fashion,No Warranty,Maroon,M,Slim Fit,Viscose,Half Sleeve,V Neck,Solid,Festive,Vacation,Machine Wash,"Viscose, Slim Fit, Solid, Machine Wash",H&M Printed T-Shirt made from Viscose. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600178.jpg,https://example.com/products/600178
600179,Global Desi Boho Dress,Fashion,Dress,Global Desi,4299,5299,19,4.8,3007,In Stock,ShopWise Fashion,No Warranty,Lavender,S,Straight Fit,Viscose,Full Sleeve,Collar,Embroidered,Festive,Daily Wear,Machine Wash,"Viscose, Straight Fit, Embroidered, Machine Wash",Global Desi Boho Dress made from Viscose. Ideal for festive occasions with a comfortable straight fit.,https://example.com/images/women/600179.jpg,https://example.com/products/600179
600180,Zara Maxi Dress,Fashion,Dress,Zara,2499,2899,14,4.5,4658,In Stock,ShopWise Fashion,No Warranty,Blue,S,Straight Fit,Polyester,Half Sleeve,Round Neck,Embroidered,Travel,Daily Wear,Machine Wash,"Polyester, Straight Fit, Embroidered, Machine Wash",Zara Maxi Dress made from Polyester. Ideal for travel occasions with a comfortable straight fit.,https://example.com/images/women/600180.jpg,https://example.com/products/600180
600181,ONLY Casual Top,Fashion,Top,ONLY,2199,2999,27,4.8,13142,In Stock,ShopWise Fashion,No Warranty,Black,M,Slim Fit,Polyester,Three-Quarter,Collar,Embroidered,Casual,Office,Machine Wash,"Polyester, Slim Fit, Embroidered, Machine Wash",ONLY Casual Top made from Polyester. Ideal for casual occasions with a comfortable slim fit.,https://example.com/images/women/600181.jpg,https://example.com/products/600181
600182,Vero Moda Formal Top,Fashion,Top,Vero Moda,1199,1999,40,4.6,81,In Stock,ShopWise Fashion,No Warranty,Yellow,L,Relaxed Fit,Rayon,Half Sleeve,Round Neck,Solid,Party,Vacation,Machine Wash,"Rayon, Relaxed Fit, Solid, Machine Wash",Vero Moda Formal Top made from Rayon. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600182.jpg,https://example.com/products/600182
600183,FabIndia Cotton Kurta,Fashion,Kurta,FabIndia,1099,2199,50,4.6,7207,In Stock,ShopWise Fashion,No Warranty,Lavender,S,Relaxed Fit,Linen,Sleeveless,Square Neck,Checked,Office,Vacation,Machine Wash,"Linen, Relaxed Fit, Checked, Machine Wash",FabIndia Cotton Kurta made from Linen. Ideal for office occasions with a comfortable relaxed fit.,https://example.com/images/women/600183.jpg,https://example.com/products/600183
600184,AND Office Dress,Fashion,Dress,AND,3199,3999,20,4.5,16937,In Stock,ShopWise Fashion,No Warranty,Beige,XL,A-Line,Cotton Blend,Half Sleeve,Round Neck,Embroidered,Travel,Daily Wear,Machine Wash,"Cotton Blend, A-Line, Embroidered, Machine Wash",AND Office Dress made from Cotton Blend. Ideal for travel occasions with a comfortable a-line.,https://example.com/images/women/600184.jpg,https://example.com/products/600184
600185,W Printed Kurta,Fashion,Kurta,W,1599,2999,47,4.2,15502,In Stock,ShopWise Fashion,No Warranty,Black,L,A-Line,Rayon,Three-Quarter,Collar,Embroidered,Office,Office,Machine Wash,"Rayon, A-Line, Embroidered, Machine Wash",W Printed Kurta made from Rayon. Ideal for office occasions with a comfortable a-line.,https://example.com/images/women/600185.jpg,https://example.com/products/600185
600186,Vero Moda Skirt,Fashion,Top,Vero Moda,1799,2199,18,4.8,8118,In Stock,ShopWise Fashion,No Warranty,Maroon,XS,Straight Fit,Cotton Blend,Half Sleeve,Collar,Checked,Party,Daily Wear,Machine Wash,"Cotton Blend, Straight Fit, Checked, Machine Wash",Vero Moda Skirt made from Cotton Blend. Ideal for party occasions with a comfortable straight fit.,https://example.com/images/women/600186.jpg,https://example.com/products/600186
600187,Levi's Graphic Tee,Fashion,Top,Levi's,799,2099,62,4.3,1770,In Stock,ShopWise Fashion,No Warranty,Green,XL,Slim Fit,Linen,Three-Quarter,Round Neck,Solid,Festive,Vacation,Machine Wash,"Linen, Slim Fit, Solid, Machine Wash",Levi's Graphic Tee made from Linen. Ideal for festive occasions with a comfortable slim fit.,https://example.com/images/women/600187.jpg,https://example.com/products/600187
600188,AND Office Dress,Fashion,Dress,AND,4799,6099,21,4.9,16952,In Stock,ShopWise Fashion,No Warranty,Yellow,XL,Straight Fit,Linen,Half Sleeve,V Neck,Checked,Festive,Daily Wear,Machine Wash,"Linen, Straight Fit, Checked, Machine Wash",AND Office Dress made from Linen. Ideal for festive occasions with a comfortable straight fit.,https://example.com/images/women/600188.jpg,https://example.com/products/600188
600189,W Ethnic Set,Fashion,Top,W,2199,3399,35,4.1,15839,In Stock,ShopWise Fashion,No Warranty,Green,XL,Relaxed Fit,Linen,Half Sleeve,V Neck,Printed,Party,Party,Machine Wash,"Linen, Relaxed Fit, Printed, Machine Wash",W Ethnic Set made from Linen. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600189.jpg,https://example.com/products/600189
600190,Levi's Denim Jacket,Fashion,Jacket,Levi's,5599,6999,20,4.2,16390,In Stock,ShopWise Fashion,No Warranty,Maroon,L,Relaxed Fit,Polyester,Full Sleeve,Round Neck,Floral,Casual,Office,Machine Wash,"Polyester, Relaxed Fit, Floral, Machine Wash",Levi's Denim Jacket made from Polyester. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600190.jpg,https://example.com/products/600190
600191,Biba Kurta Set,Fashion,Kurta,Biba,1899,3099,39,4.2,9872,In Stock,ShopWise Fashion,No Warranty,Blue,S,Regular Fit,Viscose,Sleeveless,V Neck,Embroidered,Festive,College,Machine Wash,"Viscose, Regular Fit, Embroidered, Machine Wash",Biba Kurta Set made from Viscose. Ideal for festive occasions with a comfortable regular fit.,https://example.com/images/women/600191.jpg,https://example.com/products/600191
600192,AND Trousers,Fashion,Bottom Wear,AND,1699,3099,45,4.7,15564,In Stock,ShopWise Fashion,No Warranty,Red,XS,Relaxed Fit,100% Cotton,Sleeveless,Round Neck,Solid,Casual,College,Machine Wash,"100% Cotton, Relaxed Fit, Solid, Machine Wash",AND Trousers made from 100% Cotton. Ideal for casual occasions with a comfortable relaxed fit.,https://example.com/images/women/600192.jpg,https://example.com/products/600192
600193,Zara Maxi Dress,Fashion,Dress,Zara,1499,2199,32,4.8,9973,In Stock,ShopWise Fashion,No Warranty,Pink,XXL,A-Line,Polyester,Sleeveless,V Neck,Floral,Party,Daily Wear,Machine Wash,"Polyester, A-Line, Floral, Machine Wash",Zara Maxi Dress made from Polyester. Ideal for party occasions with a comfortable a-line.,https://example.com/images/women/600193.jpg,https://example.com/products/600193
600194,FabIndia Handloom Top,Fashion,Top,FabIndia,799,1999,60,4.6,14801,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Relaxed Fit,Rayon,Half Sleeve,Round Neck,Solid,Festive,Daily Wear,Machine Wash,"Rayon, Relaxed Fit, Solid, Machine Wash",FabIndia Handloom Top made from Rayon. Ideal for festive occasions with a comfortable relaxed fit.,https://example.com/images/women/600194.jpg,https://example.com/products/600194
600195,H&M Basic Top,Fashion,Top,H&M,799,1699,53,4.4,616,In Stock,ShopWise Fashion,No Warranty,Yellow,XXL,Relaxed Fit,Cotton Blend,Full Sleeve,Round Neck,Printed,Party,College,Machine Wash,"Cotton Blend, Relaxed Fit, Printed, Machine Wash",H&M Basic Top made from Cotton Blend. Ideal for party occasions with a comfortable relaxed fit.,https://example.com/images/women/600195.jpg,https://example.com/products/600195
600196,W Straight Kurta,Fashion,Kurta,W,1599,2099,24,4.6,7926,In Stock,ShopWise Fashion,No Warranty,Lavender,XXL,Regular Fit,Polyester,Sleeveless,V Neck,Printed,Office,Office,Machine Wash,"Polyester, Regular Fit, Printed, Machine Wash",W Straight Kurta made from Polyester. Ideal for office occasions with a comfortable regular fit.,https://example.com/images/women/600196.jpg,https://example.com/products/600196
600197,FabIndia Cotton Kurta,Fashion,Kurta,FabIndia,2799,3999,30,4.2,1100,In Stock,ShopWise Fashion,No Warranty,Green,XL,Regular Fit,Rayon,Sleeveless,Square Neck,Solid,Casual,Office,Machine Wash,"Rayon, Regular Fit, Solid, Machine Wash",FabIndia Cotton Kurta made from Rayon. Ideal for casual occasions with a comfortable regular fit.,https://example.com/images/women/600197.jpg,https://example.com/products/600197
600198,W Straight Kurta,Fashion,Kurta,W,1999,3299,39,4.6,8562,In Stock,ShopWise Fashion,No Warranty,Red,M,Regular Fit,Cotton Blend,Full Sleeve,Square Neck,Printed,Wedding,Office,Machine Wash,"Cotton Blend, Regular Fit, Printed, Machine Wash",W Straight Kurta made from Cotton Blend. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600198.jpg,https://example.com/products/600198
600199,ONLY Midi Dress,Fashion,Dress,ONLY,2899,3899,26,4.0,14216,In Stock,ShopWise Fashion,No Warranty,Pink,XS,Regular Fit,100% Cotton,Three-Quarter,Round Neck,Floral,Wedding,College,Machine Wash,"100% Cotton, Regular Fit, Floral, Machine Wash",ONLY Midi Dress made from 100% Cotton. Ideal for wedding occasions with a comfortable regular fit.,https://example.com/images/women/600199.jpg,https://example.com/products/600199
